id_unico;signo;grau;texto_simbolo;;;;;;;;;;;;;;;;;;;;;;
ARIES_29;Áries;29;A sintonia com as harmonias cósmicas e a percepção de uma ordem superior. É a capacidade de ouvir a música das esferas, compreendendo que a vida individual é uma nota dentro de uma vasta e sublime sinfonia universal.;;;;;;;;;;;;;;;;;;;;;;
ARIES_30;Áries;30;A percepção clara dos próprios limites e a realização dentro de um ambiente familiar e seguro. Este grau fala de encontrar o seu lugar no mundo, compreendendo o alcance de suas habilidades e encontrando contentamento e eficácia dentro desse espaço bem definido.;;;;;;;;;;;;;;;;;;;;;;
TOURO_1;Touro;1;A manifestação pura e cristalina da força vital. Este grau representa um fluxo de energia limpo e ininterrupto, vindo diretamente da fonte, nutrindo a vida com clareza, propósito e um potencial que ainda não foi condicionado.;;;;;;;;;;;;;;;;;;;;;;
TOURO_2;Touro;2;Uma poderosa descarga de energia cósmica que purifica e transforma. É a imagem de uma força avassaladora da natureza que, apesar de seu poder disruptivo, limpa a atmosfera e fertiliza o solo para um novo crescimento.;;;;;;;;;;;;;;;;;;;;;;
TOURO_3;Touro;3;A promessa de nutrição e abundância que se revela naturalmente a cada passo. Este grau fala da fé na providência da vida e da recompensa que vem do esforço simples e constante, um convite para confiar no caminho.;;;;;;;;;;;;;;;;;;;;;;
TOURO_4;Touro;4;O poder primordial do desejo, a força que une o céu e a terra para criar uma nova vida. É o símbolo da potência da vontade focada, capaz de mobilizar todos os recursos para garantir a manifestação de um objetivo.;;;;;;;;;;;;;;;;;;;;;;
TOURO_5;Touro;5;O luto que abre o coração para uma nova profundidade de compaixão e entendimento. Este grau fala de uma perda que não destrói, mas que escava a alma, revelando um espaço para uma conexão mais autêntica com os mistérios da vida.;;;;;;;;;;;;;;;;;;;;;;
TOURO_6;Touro;6;A construção de uma ponte sobre um abismo, conectando o que antes estava separado. É o símbolo da engenhosidade, da cooperação e da capacidade de superar obstáculos através da visão e do esforço coletivo.;;;;;;;;;;;;;;;;;;;;;;
TOURO_7;Touro;7;O encontro com a sombra, a parte da alma que foi rejeitada e que agora busca redenção. Este grau fala da coragem de enfrentar os próprios demônios e da compaixão necessária para curar e reintegrar as partes perdidas de si mesmo.;;;;;;;;;;;;;;;;;;;;;;
TOURO_8;Touro;8;Um trenó deslizando sobre a neve intocada. A capacidade de usar as condições existentes, mesmo as mais áridas, para avançar com propósito e habilidade. É um símbolo de adaptação inteligente e de progresso silencioso e eficaz.;;;;;;;;;;;;;;;;;;;;;;
TOURO_9;Touro;9;Uma árvore de Natal totalmente decorada. A celebração da luz e da vida mesmo nos momentos mais escuros. É o símbolo da fé, da esperança e da capacidade de criar um ponto focal de alegria e união que ilumina a todos.;;;;;;;;;;;;;;;;;;;;;;
TOURO_10;Touro;10;Uma enfermeira da Cruz Vermelha em seu trabalho humanitário. A manifestação da compaixão em serviço prático e abnegado. Este grau fala do impulso de aliviar o sofrimento humano, um testemunho do amor incondicional em ação.;;;;;;;;;;;;;;;;;;;;;;
TOURO_11;Touro;11;Uma mulher regando flores em seu jardim. O ato de cuidar e nutrir o potencial para que ele floresça. É o símbolo da dedicação, da atenção consciente e da alegria encontrada no processo de cultivar a beleza e a vida.;;;;;;;;;;;;;;;;;;;;;;
TOURO_12;Touro;12;Um jovem casal explorando uma vitrine. A busca por um futuro compartilhado e a avaliação das possibilidades que a sociedade oferece. É um símbolo da parceria, da ambição social e do desejo de construir uma vida juntos dentro das estruturas existentes.;;;;;;;;;;;;;;;;;;;;;;
TOURO_13;Touro;13;Um carregador de malas com um sorriso no rosto. A alegria encontrada em servir e em carregar os fardos dos outros com leveza. Este grau fala da dignidade do trabalho e da capacidade de encontrar satisfação em ser útil e prestativo.;;;;;;;;;;;;;;;;;;;;;;
TOURO_14;Touro;14;Crianças brincando na praia, enquanto mariscos emergem na areia. A conexão lúdica com os ritmos da natureza e a descoberta dos tesouros escondidos que emergem do inconsciente. É um símbolo da inocência, da exploração e da sincronicidade.;;;;;;;;;;;;;;;;;;;;;;
TOURO_15;Touro;15;Um homem com cartola, bem agasalhado, enfrenta uma tempestade. A coragem de manter a dignidade e a compostura em meio à adversidade. Este símbolo fala da força interior que permite enfrentar as crises da vida sem perder a identidade ou o propósito.;;;;;;;;;;;;;;;;;;;;;;
TOURO_16;Touro;16;Um velho professor que não consegue fazer seus alunos se interessarem por seu conhecimento. A frustração da sabedoria que não encontra receptividade. É um convite para adaptar a forma de ensinar ou para aceitar que cada um tem seu próprio tempo de aprendizado.;;;;;;;;;;;;;;;;;;;;;;
TOURO_17;Touro;17;Uma batalha simbólica entre espadas e tochas. O confronto eterno entre a força e o esclarecimento, entre o poder material e o poder espiritual. Este grau fala da necessidade de integrar a coragem da ação com a sabedoria da verdade.;;;;;;;;;;;;;;;;;;;;;;
TOURO_18;Touro;18;Uma mulher arejando uma bolsa através de uma janela aberta. A necessidade de purificar a mente e o coração, liberando velhos pensamentos e sentimentos para dar espaço ao novo. É um símbolo de limpeza psíquica e renovação.;;;;;;;;;;;;;;;;;;;;;;
TOURO_19;Touro;19;Um novo continente emergindo do oceano. O nascimento de um novo campo de potencial, uma oportunidade para a consciência se manifestar de uma forma totalmente nova. É o símbolo da criação, da manifestação e de um futuro ilimitado.;;;;;;;;;;;;;;;;;;;;;;
TOURO_20;Touro;20;Lufadas de vento formando nuvens em formas fantásticas. O poder da mente e da imaginação para dar forma e significado às correntes sutis da vida. É um símbolo da criatividade, da inspiração e da dança entre o espírito e a matéria.;;;;;;;;;;;;;;;;;;;;;;
TOURO_21;Touro;21;Um dedo apontando para uma linha em um livro aberto. A importância de focar em uma sabedoria específica que é relevante para o momento presente. É um símbolo de orientação, discernimento e da descoberta de uma verdade que ilumina o caminho.;;;;;;;;;;;;;;;;;;;;;;
TOURO_22;Touro;22;Uma pomba branca voando sobre águas turbulentas. A orientação espiritual e a esperança que permanecem mesmo em meio ao caos emocional. É o símbolo da paz que transcende a confusão e da fé na resolução e na salvação.;;;;;;;;;;;;;;;;;;;;;;
TOURO_23;Touro;23;Uma joalheria repleta de gemas preciosas. O reconhecimento e a apreciação do valor intrínseco e da beleza duradoura. Este grau fala da capacidade de discernir a qualidade e de concentrar a riqueza espiritual e material em formas de grande valor.;;;;;;;;;;;;;;;;;;;;;;
TOURO_24;Touro;24;Um guerreiro indígena, com o poder de seus ancestrais, montado em um cavalo. A herança de uma força e sabedoria primordiais. É o símbolo da conexão com as raízes, do poder instintivo e da capacidade de agir com a força de toda uma linhagem.;;;;;;;;;;;;;;;;;;;;;;
TOURO_25;Touro;25;Um grande parque público bem cuidado. A beleza e a serenidade que são compartilhadas para o benefício de todos. Este grau fala da responsabilidade cívica e da capacidade de cultivar um espaço de paz e recreação para a comunidade.;;;;;;;;;;;;;;;;;;;;;;
TOURO_26;Touro;26;Um espanhol cantando uma serenata para sua amada. A expressão ritualizada e culturalmente rica da paixão e do romance. É um símbolo da beleza da tradição e da importância de expressar o amor de forma bela e sincera.;;;;;;;;;;;;;;;;;;;;;;
TOURO_27;Touro;27;Uma velha índia vendendo contas e artefatos. A sabedoria ancestral que é oferecida ao mundo moderno. Este grau fala da importância de honrar e preservar o conhecimento do passado e de encontrar seu valor no presente.;;;;;;;;;;;;;;;;;;;;;;
TOURO_28;Touro;28;Uma mulher cortejada por seus inúmeros romances. A experiência de ser desejado e a necessidade de escolher com sabedoria. É um símbolo do poder da atração e do desafio de encontrar um compromisso verdadeiro em meio a muitas possibilidades.;;;;;;;;;;;;;;;;;;;;;;
TOURO_29;Touro;29;Dois sapateiros trabalhando em uma mesa. A interação de duas facetas da consciência trabalhando juntas em uma tarefa prática. É o símbolo da colaboração tangível, onde a mente e a alma se unem para criar algo útil e concreto.;;;;;;;;;;;;;;;;;;;;;;
TOURO_30;Touro;30;Um pavão desfilando no terraço de um antigo castelo. A culminação de um longo esforço ancestral, exibindo sua beleza e nobreza com orgulho. Este grau fala da herança da alma, da manifestação de um legado de cultura e refinamento.;;;;;;;;;;;;;;;;;;;;;;
GEMEOS_1;Gêmeos;1;A revelação de uma nova dimensão da realidade, observada através de uma mente clara e receptiva. É a capacidade de enxergar as profundezas do inconsciente sem perder a objetividade, explorando o desconhecido com curiosidade e segurança.;;;;;;;;;;;;;;;;;;;;;;
GEMEOS_2;Gêmeos;2;A presença de uma benevolência invisível que atua nos bastidores da consciência, trazendo dons e alegrias inesperadas. Este símbolo fala da fé na abundância do espírito e da importância de manter um coração inocente e receptivo às bênçãos.;;;;;;;;;;;;;;;;;;;;;;
GEMEOS_3;Gêmeos;3;A beleza da ordem e da cultura impostas à natureza primordial. É o símbolo da formalidade, da elegância e da capacidade humana de criar espaços de harmonia e interação social civilizada. A inteligência dando forma ao instinto.;;;;;;;;;;;;;;;;;;;;;;
GEMEOS_4;Gêmeos;4;A celebração da vida e do amor, mesmo à beira do fim. É a imagem do poder da tradição e da necessidade humana de se conectar com a natureza e com os outros de uma forma significativa, extraindo alegria e vitalidade do momento presente.;;;;;;;;;;;;;;;;;;;;;;
GEMEOS_5;Gêmeos;5;O poder da palavra de abalar as estruturas tradicionais e de inspirar a ação. Este grau fala da publicação de ideias revolucionárias, da coragem de desafiar o status quo e de usar a comunicação como uma força para a mudança social.;;;;;;;;;;;;;;;;;;;;;;
GEMEOS_6;Gêmeos;6;A busca incessante por recursos em um ambiente de competição acirrada. É o símbolo da ambição, da engenhosidade e da luta pela sobrevivência e pelo poder no mundo material, onde a astúcia e a determinação são essenciais.;;;;;;;;;;;;;;;;;;;;;;
GEMEOS_7;Gêmeos;7;A sabedoria que vem da experiência e da capacidade de prover para si mesmo e para os outros. Este grau fala de uma fonte inesgotável de nutrição, tanto física quanto espiritual, que se torna disponível através da conexão com a tradição e com a terra.;;;;;;;;;;;;;;;;;;;;;;
GEMEOS_8;Gêmeos;8;A agitação e a revolta contra a opressão e a estagnação industrial. É o símbolo da demanda por direitos, da luta por melhores condições e da necessidade de romper com sistemas que exploram a força de trabalho sem oferecer dignidade.;;;;;;;;;;;;;;;;;;;;;;
GEMEOS_9;Gêmeos;9;Uma aljava cheia de flechas, pronta para a ação. A imagem de uma prontidão e preparação para enfrentar os desafios da vida. Este grau fala de ter os recursos, as habilidades e a determinação necessários para atingir um alvo com precisão e força.;;;;;;;;;;;;;;;;;;;;;;
GEMEOS_10;Gêmeos;10;Um avião mergulhando em direção à terra. A coragem de transcender os limites da consciência normal e de mergulhar de cabeça em uma nova dimensão da experiência. É o símbolo da superação do medo através da maestria e da perícia técnica e espiritual.;;;;;;;;;;;;;;;;;;;;;;
GEMEOS_11;Gêmeos;11;Terras recém-descobertas que oferecem novas oportunidades para a experiência. A imagem da expansão da consciência e da abertura para novos campos de potencial. É o convite para explorar, para experimentar e para crescer além das fronteiras conhecidas.;;;;;;;;;;;;;;;;;;;;;;
GEMEOS_12;Gêmeos;12;Uma jovem negra lutando por suas liberdades civis. A coragem de reivindicar a própria identidade e de lutar contra a opressão social. Este grau fala do despertar da consciência para a injustiça e da determinação em afirmar o próprio valor e direitos.;;;;;;;;;;;;;;;;;;;;;;
GEMEOS_13;Gêmeos;13;Um grande pianista dando um concerto. A manifestação da maestria e do talento que cativa e eleva a alma. É o símbolo da capacidade de canalizar a inspiração e a técnica para criar uma performance que transcende o indivíduo e toca o coração do coletivo.;;;;;;;;;;;;;;;;;;;;;;
GEMEOS_14;Gêmeos;14;A ponte entre o mundo físico e o espiritual, a comunicação entre a consciência e o inconsciente. É o símbolo da mediunidade, da intuição e da capacidade de traduzir mensagens do invisível para uma forma compreensível.;;;;;;;;;;;;;;;;;;;;;;
GEMEOS_15;Gêmeos;15;Duas crianças holandesas conversando. A necessidade de trocar experiências e de clarificar o pensamento através do diálogo com um semelhante. É o símbolo da comunicação direta, onde a troca leva a uma compreensão mais profunda e a um propósito compartilhado.;;;;;;;;;;;;;;;;;;;;;;
GEMEOS_16;Gêmeos;16;Uma ativista discursando com poder dramático. A paixão de uma alma que se levanta para expressar as necessidades profundas de seu povo. É o símbolo da eloquência, da defesa de uma causa e da capacidade de dar voz às emoções e frustrações coletivas.;;;;;;;;;;;;;;;;;;;;;;
GEMEOS_17;Gêmeos;17;A cabeça de um jovem robusto que se transforma na de um pensador maduro. O processo de maturação da mente, a transição do poder instintivo e físico para o poder do intelecto e da sabedoria. É o símbolo da evolução da consciência.;;;;;;;;;;;;;;;;;;;;;;
GEMEOS_18;Gêmeos;18;Dois chineses conversando em sua língua nativa em uma cidade americana. A capacidade de manter a própria identidade e cultura em um ambiente estrangeiro. É o símbolo da resiliência cultural e da importância de se conectar com as próprias raízes.;;;;;;;;;;;;;;;;;;;;;;
GEMEOS_19;Gêmeos;19;Um grande livro arcaico revela uma sabedoria tradicional. A redescoberta de um conhecimento profundo que estava esquecido. Este grau fala da importância de se conectar com a sabedoria ancestral para encontrar orientação e propósito no presente.;;;;;;;;;;;;;;;;;;;;;;
GEMEOS_20;Gêmeos;20;Um refeitório moderno que oferece comida em abundância. A capacidade da sociedade de prover as necessidades básicas de seus membros. É o símbolo da nutrição, da abundância e da organização social que garante o bem-estar de todos.;;;;;;;;;;;;;;;;;;;;;;
GEMEOS_21;Gêmeos;21;Uma agitação trabalhista em massa. A reação coletiva a condições insatisfatórias. Este grau fala do poder da união e do protesto para forçar a mudança e para chamar a atenção para as injustiças dentro de um sistema.;;;;;;;;;;;;;;;;;;;;;;
GEMEOS_22;Gêmeos;22;Um casal dançando colhe uvas com alegria. A celebração da fertilidade e da alegria de viver que vem do trabalho em harmonia com a natureza e com o outro. É o símbolo de uma parceria produtiva e de uma vida equilibrada.;;;;;;;;;;;;;;;;;;;;;;
GEMEOS_23;Gêmeos;23;Três passarinhos em um ninho no alto de uma casa. A criação de um refúgio seguro e protegido onde o potencial pode crescer e se desenvolver. É o símbolo do lar, do crescimento e da confiança nos alicerces que sustentam a vida.;;;;;;;;;;;;;;;;;;;;;;
GEMEOS_24;Gêmeos;24;Crianças patinando despreocupadamente sobre um lago congelado. A capacidade de viver com alegria e sem medo, mesmo sobre as profundezas do desconhecido. É o símbolo da confiança, da habilidade e da superação dos perigos através da perícia e da leveza.;;;;;;;;;;;;;;;;;;;;;;
GEMEOS_25;Gêmeos;25;Um jardineiro aparando grandes palmeiras. A necessidade de cuidar e de dar forma ao crescimento natural para que ele se mantenha saudável e belo. Este grau fala do cultivo consciente dos próprios talentos e do ambiente.;;;;;;;;;;;;;;;;;;;;;;
GEMEOS_26;Gêmeos;26;A imagem da geada em uma floresta de inverno. A beleza austera e a quietude que precedem um novo ciclo de crescimento. É o símbolo da pausa, da introspecção e da revelação de padrões essenciais quando a vida exterior se acalma.;;;;;;;;;;;;;;;;;;;;;;
GEMEOS_27;Gêmeos;27;Uma jovem cigana emergindo da floresta. O chamado da natureza e da liberdade para a consciência civilizada. É o símbolo da alma selvagem, da intuição e do desejo de viver uma vida mais autêntica, em contato com os próprios instintos.;;;;;;;;;;;;;;;;;;;;;;
GEMEOS_28;Gêmeos;28;Um homem falido, aceito pela sociedade, recebe uma nova oportunidade. A resiliência da comunidade e a possibilidade de recomeçar após uma crise. É o símbolo da redenção social e da fé na capacidade humana de se reerguer.;;;;;;;;;;;;;;;;;;;;;;
GEMEOS_29;Gêmeos;29;O primeiro rouxinol da primavera. A emergência de um talento virtuoso que anuncia a chegada de um novo ciclo. É o símbolo da genialidade individual e da capacidade de criar uma melodia única que inspira e sinaliza uma nova estação da vida.;;;;;;;;;;;;;;;;;;;;;;
GEMEOS_30;Gêmeos;30;Um desfile de beldades em uma praia lotada. A exibição pública de valores sociais e a competição pelo reconhecimento com base em padrões culturais. Este grau fala do desafio de ir além dos julgamentos superficiais para encontrar um valor mais autêntico.;;;;;;;;;;;;;;;;;;;;;;
CANCER_1;Câncer;1;Um ponto de virada fundamental na consciência, onde uma velha lealdade é substituída por uma nova. É o símbolo de uma reorientação radical de propósito, uma declaração de novos valores que guiarão a jornada da alma a partir de agora.;;;;;;;;;;;;;;;;;;;;;;
CANCER_2;Câncer;2;A capacidade de se elevar acima das trivialidades da vida cotidiana para obter uma perspectiva mais ampla. É o poder da imaginação e da visão de sobrevoar os desafios, enxergando os padrões gerais sem se prender aos detalhes limitantes.;;;;;;;;;;;;;;;;;;;;;;
CANCER_3;Câncer;3;A coragem de explorar territórios desconhecidos e inóspitos da psique, guiando os próprios instintos com determinação. Este grau fala da força de vontade necessária para domar a natureza selvagem, tanto interna quanto externamente.;;;;;;;;;;;;;;;;;;;;;;
CANCER_4;Câncer;4;Um convite para a introspecção e para a tentação de se desviar do caminho principal. É o símbolo do fascínio pelo desconhecido e do desafio de manter o foco em seus objetivos, mesmo quando surgem distrações sedutoras.;;;;;;;;;;;;;;;;;;;;;;
CANCER_5;Câncer;5;O confronto com uma força poderosa do passado que precisa ser integrada. Este grau fala de uma crise que força a alma a lidar com traumas ou padrões antigos, resultando em uma profunda transformação e na libertação de uma nova força.;;;;;;;;;;;;;;;;;;;;;;
CANCER_6;Câncer;6;A revelação da beleza e da fertilidade que existem mesmo nas coisas mais simples. É o símbolo de encontrar nutrição e alegria na vida cotidiana, vendo o sagrado nos pequenos milagres da existência.;;;;;;;;;;;;;;;;;;;;;;
CANCER_7;Câncer;7;A união mágica de duas consciências que, juntas, criam uma nova realidade. Este grau fala da alquimia do relacionamento, onde a interação de opostos gera uma terceira força, uma nova forma de ser que transcende as partes individuais.;;;;;;;;;;;;;;;;;;;;;;
CANCER_8;Câncer;8;A capacidade de usar a imaginação e a astúcia para influenciar a realidade. É o símbolo do poder da mente de projetar uma imagem e de alinhar as forças da natureza para alcançar seus objetivos, como um coelho que lidera o desfile.;;;;;;;;;;;;;;;;;;;;;;
CANCER_9;Câncer;9;Uma pequena ninfa nua pescando em um lago. A busca inocente e pura por conhecimento e nutrição nas profundezas do inconsciente. É o símbolo da intuição, da simplicidade e da conexão direta com a alma, sem as armaduras do ego.;;;;;;;;;;;;;;;;;;;;;;
CANCER_10;Câncer;10;Um grande diamante sendo lapidado. O processo de refinar e aperfeiçoar um valor bruto para revelar seu brilho máximo. Este grau fala do trabalho da alma em desenvolver seus dons, transformando o potencial bruto em uma beleza radiante e multifacetada.;;;;;;;;;;;;;;;;;;;;;;
CANCER_11;Câncer;11;Um palhaço satirizando as maiores autoridades. A capacidade de usar o humor e a sátira para desafiar o poder e expor a verdade. É o símbolo da irreverência que liberta e da sabedoria que se esconde por trás da máscara da tolice.;;;;;;;;;;;;;;;;;;;;;;
CANCER_12;Câncer;12;Uma famosa feminista chinesa discursando na frente de seus alunos. A emergência de uma nova consciência que desafia as tradições opressivas. É o símbolo da coragem de lutar pela libertação pessoal e coletiva, inspirando uma nova geração.;;;;;;;;;;;;;;;;;;;;;;
CANCER_13;Câncer;13;Um dedo levemente dobrado segurando um polegar. A manifestação de uma vontade poderosa e de uma certeza interior inabalável. É o símbolo da autoconfiança, do foco e da capacidade de agir com uma força que vem de um centro bem definido.;;;;;;;;;;;;;;;;;;;;;;
CANCER_14;Câncer;14;Um homem muito velho de frente para uma vasta escuridão ao Nordeste. A coragem de contemplar o desconhecido e de buscar a sabedoria para além dos limites da vida. É o símbolo da alma que se prepara para uma grande transição, com serenidade e aceitação.;;;;;;;;;;;;;;;;;;;;;;
CANCER_15;Câncer;15;Um grupo de pessoas que comeu demais e se divertiu. A satisfação plena que vem da abundância e da partilha. É o símbolo da plenitude, da alegria de viver e da capacidade de se nutrir plenamente das riquezas da vida, sem culpa ou restrição.;;;;;;;;;;;;;;;;;;;;;;
CANCER_16;Câncer;16;O desdobramento de um pergaminho que revela um mandala. A revelação da estrutura arquetípica da psique. Este grau fala de um momento de insight profundo, onde se compreende o próprio lugar no universo e o padrão que conecta todas as coisas.;;;;;;;;;;;;;;;;;;;;;;
CANCER_17;Câncer;17;O desdobramento de um potencial ilimitado através da semente original. É o símbolo da manifestação, onde a essência de um ser se expande para preencher todo o seu campo de experiência, revelando a totalidade de seu poder.;;;;;;;;;;;;;;;;;;;;;;
CANCER_18;Câncer;18;Uma galinha arranhando o chão em busca de sustento para seus pintinhos. O instinto maternal de proteção e de provisão. Este grau fala da dedicação, do cuidado e da responsabilidade de encontrar os recursos necessários para nutrir e sustentar a vida.;;;;;;;;;;;;;;;;;;;;;;
CANCER_19;Câncer;19;Um sacerdote realizando um ritual de casamento. A santificação de um compromisso e a união de opostos sob uma lei superior. É o símbolo da parceria, do dever e da responsabilidade de manter um vínculo sagrado.;;;;;;;;;;;;;;;;;;;;;;
CANCER_20;Câncer;20;Gôndolas venezianas em uma serenata. A celebração do romance e da tradição social. Este grau fala da importância dos rituais de cortejo e da expressão de sentimentos dentro de um contexto culturalmente rico e harmonioso.;;;;;;;;;;;;;;;;;;;;;;
CANCER_21;Câncer;21;Uma cantora de ópera em pleno desempenho. A expressão poderosa e emocional que transcende o pessoal para tocar a alma coletiva. É o símbolo da ambição, da paixão e da capacidade de canalizar emoções universais através da própria voz.;;;;;;;;;;;;;;;;;;;;;;
